,order_number,product_name,quantity,price,payment_mode,store_name,city,country,year,order_date,month_name,day_name,revenue,unit_price
1377,102448,Harley-Davidson Street Glide Special,41,10000,Credit card,HARLEY-DAVIDSON AMIENS,Paris,France,2011,2011-06-05,June,Sunday,410000,243.90243902439025
1378,102449,Harley-Davidson Street Glide Special,35,10000,Credit card,HARLEY-DAVIDSON LA ROCHE-SUR-YON,Gensve,Switzerland,2011,2011-06-06,June,Monday,350000,285.7142857142857
1379,102450,Harley-Davidson Street Glide Special,44,10000,Credit card,HARLEY-DAVIDSON ORLÉANS,Kobenhavn,Denmark,2011,2011-06-07,June,Tuesday,440000,227.27272727272728
1380,102451,Harley-Davidson Street Glide Special,26,10000,Credit card,HARLEY-DAVIDSON PARIS ETOILE,Paris,France,2011,2011-06-08,June,Wednesday,260000,384.61538461538464
1381,102452,Harley-Davidson Street Glide Special,20,10000,Credit card,HARLEY-DAVIDSON LA ROCHELLE,Boston,USA,2011,2011-06-09,June,Thursday,200000,500.0
1382,102453,Harley-Davidson Street Glide Special,48,10000,Credit card,HARLEY-DAVIDSON BORIE,Brickhaven,USA,2011,2011-06-10,June,Friday,480000,208.33333333333334
1383,102454,Harley-Davidson Street Glide Special,34,10000,Credit card,HARLEY-DAVIDSON CHARTRES,Gensve,Switzerland,2011,2011-06-11,June,Saturday,340000,294.11764705882354
1384,102455,Harley-Davidson Street Glide Special,49,10000,Credit card,HARLEY-DAVIDSON AJACCIO,Helsinki,Finland,2011,2011-06-12,June,Sunday,490000,204.08163265306123
1385,102456,Harley-Davidson Street Glide Special,40,10000,Credit card,H-D & BUELL PORTES DE BRETAGNE,Koln,Germany,2011,2011-06-13,June,Monday,400000,250.0
1386,102457,Harley-Davidson Street Glide Special,45,10000,Credit card,HARLEY-DAVIDSON PARIS RIVE GAUCHE,NYC,USA,2011,2011-06-14,June,Tuesday,450000,222.22222222222223
1387,102458,Harley-Davidson Street Glide Special,50,10000,Credit card,ACCESS DREAM,Makati City,Philippines,2011,2011-06-15,June,Wednesday,500000,200.0
1388,102459,Harley-Davidson Street Glide Special,38,10000,Credit card,HARLEY-DAVIDSON BORDEAUX,Melbourne,Australia,2011,2011-06-16,June,Thursday,380000,263.1578947368421
1389,102460,Harley-Davidson Street Glide Special,25,10000,Credit card,HARLEY-DAVIDSON AUVERGNE,Madrid,Spain,2011,2011-06-17,June,Friday,250000,400.0
1390,102461,Harley-Davidson Street Glide Special,28,10000,Credit card,AMERICAN MOTOS,Espoo,Finland,2011,2011-06-18,June,Saturday,280000,357.14285714285717
1391,102462,Harley-Davidson Street Glide Special,49,10000,Credit card,MILWAUKEE TWIN,Madrid,Spain,2011,2011-06-19,June,Sunday,490000,204.08163265306123
1392,102463,Harley-Davidson Street Glide Special,49,10000,Credit card,HARLEY-DAVIDSON PARIS BASTILLE,San Rafael,USA,2011,2011-06-20,June,Monday,490000,204.08163265306123
1393,102464,Harley-Davidson Street Glide Special,42,10000,Credit card,HARLEY-DAVIDSON TROYES,Manchester,UK,2011,2011-06-21,June,Tuesday,420000,238.0952380952381
1394,102465,Harley-Davidson Street Glide Special,23,10000,Credit card,HARLEY-DAVIDSON REIMS,Las Vegas,USA,2011,2011-06-22,June,Wednesday,230000,434.7826086956522
1395,102466,Harley-Davidson Street Glide Special,29,10000,Credit card,HARLEY-DAVIDSON AVIGNON,North Sydney,Australia,2011,2011-06-23,June,Thursday,290000,344.82758620689657
1396,102467,Harley-Davidson Street Glide Special,25,10000,NetBanking,LEGENDE 76,Aaarhus,Denmark,2011,2011-06-24,June,Friday,250000,400.0
1397,102468,Harley-Davidson Street Glide Special,39,10000,NetBanking,HARLEY-DAVIDSON TOULON,Bergamo,Italy,2011,2011-06-25,June,Saturday,390000,256.4102564102564
1398,102469,Harley-Davidson Street Glide Special,44,10000,NetBanking,HARLEY-DAVIDSON CAEN,San Rafael,USA,2011,2011-06-26,June,Sunday,440000,227.27272727272728
1399,102470,Harley-Davidson Street Glide Special,25,10000,NetBanking,HARLEY-DAVIDSON GRAND LYON,Glen Waverly,Australia,2011,2011-06-27,June,Monday,250000,400.0
1400,102471,Harley-Davidson Street Glide Special,45,10000,NetBanking,HARLEY-DAVIDSON LIMOGES,NYC,USA,2011,2011-06-28,June,Tuesday,450000,222.22222222222223
1401,102472,Harley-Davidson Street Glide Special,25,10000,NetBanking,HARLEY-DAVIDSON 66 PERPIGNAN,London,UK,2011,2011-06-29,June,Wednesday,250000,400.0
1402,102473,Harley-Davidson Street Glide Special,37,10000,NetBanking,HARLEY-DAVIDSON COTE D OPALE,Lyon,France,2011,2011-06-30,June,Thursday,370000,270.27027027027026
1403,102474,Harley-Davidson Street Glide Special,30,10000,NetBanking,HARLEY-DAVIDSON NANTES,Strasbourg,France,2011,2011-07-01,July,Friday,300000,333.3333333333333
1404,102475,Harley-Davidson Street Glide Special,36,10000,NetBanking,HARLEY-DAVIDSON GOLFE DE BRETAGNE,NYC,USA,2011,2011-07-02,July,Saturday,360000,277.77777777777777
1405,102476,Harley-Davidson Street Glide Special,26,10000,NetBanking,HARLEY-DAVIDSON V-ATTITUDE,Madrid,Spain,2011,2011-07-03,July,Sunday,260000,384.61538461538464
1406,102477,Harley-Davidson Street Glide Special,23,10000,NetBanking,PRESTIGE MOTORCYCLES,Singapore,Singapore,2011,2011-07-04,July,Monday,230000,434.7826086956522
1407,102478,Harley-Davidson Street Glide Special,23,10000,NetBanking,HARLEY-DAVIDSON GRAND LYON SUD,Liverpool,UK,2011,2011-07-05,July,Tuesday,230000,434.7826086956522
1408,102479,Harley-Davidson Street Glide Special,25,10000,NetBanking,HARLEY-DAVIDSON AGEN,Madrid,Spain,2011,2011-07-06,July,Wednesday,250000,400.0
1409,102480,Harley-Davidson Street Glide Special,21,10000,NetBanking,HARLEY-DAVIDSON VALENCIENNES,Manchester,UK,2011,2011-07-07,July,Thursday,210000,476.1904761904762
1410,102481,Harley-Davidson Street Glide Special,26,10000,NetBanking,HARLEY-DAVIDSON SAINT ETIENNE,Marseille,France,2011,2011-07-08,July,Friday,260000,384.61538461538464
1411,102482,Harley-Davidson Street Glide Special,44,10000,NetBanking,H-D VALLEE DE CHEVREUSE,Pasadena,USA,2011,2011-07-09,July,Saturday,440000,227.27272727272728
1412,102483,Harley-Davidson Street Glide Special,24,10000,NetBanking,HARLEY-DAVIDSON SUNROAD,Madrid,Spain,2011,2011-07-10,July,Sunday,240000,416.6666666666667
1413,102484,Harley-Davidson Street Glide Special,66,10000,NetBanking,HARLEY-DAVIDSON POITIERS,San Jose,USA,2011,2011-07-11,July,Monday,660000,151.5151515151515
1414,102485,Harley-Davidson Street Glide Special,36,10000,NetBanking,HARLEY-DAVIDSON FACTORY,Chatswood,Australia,2011,2011-07-12,July,Tuesday,360000,277.77777777777777
1415,102486,Harley-Davidson Street Glide Special,36,10000,NetBanking,HARLEY-DAVIDSON DIJON,Manchester,UK,2011,2011-07-13,July,Wednesday,360000,277.77777777777777
1416,102487,Harley-Davidson Street Glide Special,22,10000,NetBanking,HARLEY-DAVIDSON BEZIERS,Las Vegas,USA,2011,2011-07-14,July,Thursday,220000,454.54545454545456
1417,102488,Harley-Davidson Street Glide Special,25,10000,NetBanking,HARLEY-DAVIDSON LAS PALMAS,North Sydney,Australia,2011,2011-07-15,July,Friday,250000,400.0
1418,102489,Harley-Davidson Street Glide Special,37,10000,NetBanking,CANTABRIA HARLEY-DAVIDSON,Aaarhus,Denmark,2011,2011-07-16,July,Saturday,370000,270.27027027027026
1419,102490,Harley-Davidson Street Glide Special,32,10000,NetBanking,HARLEY-DAVIDSON SIEBLA-MARBELLA,Bridgewater,USA,2011,2011-07-17,July,Sunday,320000,312.5
1420,102491,Harley-Davidson Street Glide Special,47,10000,NetBanking,HARLEY-DAVIDSON CADIZ,San Rafael,USA,2011,2011-07-18,July,Monday,470000,212.7659574468085
1421,102492,Harley-Davidson Street Glide Special,37,10000,NetBanking,HARLEY-DAVIDSON MALLORCA,Nashua,USA,2011,2011-07-19,July,Tuesday,370000,270.27027027027026
1422,102493,Harley-Davidson Street Glide Special,20,10000,NetBanking,HARLEY-DAVIDSON VALENCIA,NYC,USA,2011,2011-07-20,July,Wednesday,200000,500.0
1423,102494,Harley-Davidson Street Glide Special,41,10000,NetBanking,HARLEY-DAVIDSON ALMERIA,Madrid,Spain,2011,2011-07-21,July,Thursday,410000,243.90243902439025
1424,102495,Harley-Davidson Street Glide Special,21,10000,NetBanking,HARLEY-DAVIDSON SEVILLA,San Diego,USA,2011,2011-07-22,July,Friday,210000,476.1904761904762
1425,102496,Harley-Davidson Street Glide Special,22,10000,NetBanking,HARLEY-DAVIDSON MADRID SUR,Strasbourg,France,2011,2011-07-23,July,Saturday,220000,454.54545454545456
1426,102497,Harley-Davidson Street Glide Special,40,10000,NetBanking,HARLEY-DAVIDSON GRANADA,NYC,USA,2011,2011-07-24,July,Sunday,400000,250.0
1427,102498,Harley-Davidson Street Glide Special,32,10000,NetBanking,HARLEY-DAVIDSON MURCIA,Madrid,Spain,2011,2011-07-25,July,Monday,320000,312.5
1428,102499,Harley-Davidson Street Glide Special,36,10000,NetBanking,HARLEY-DAVIDSON BARCELONA,Singapore,Singapore,2011,2011-07-26,July,Tuesday,360000,277.77777777777777
1429,102500,Harley-Davidson Street Glide Special,27,10000,NetBanking,HARLEY-DAVIDSON EXTREMADURA,Oslo,Norway,2011,2011-07-27,July,Wednesday,270000,370.3703703703704
1430,102501,Harley-Davidson Street Glide Special,26,10000,NetBanking,LA NAVE HARLEY-DAVIDSON,Madrid,Spain,2011,2011-07-28,July,Thursday,260000,384.61538461538464
1431,102502,Harley-Davidson Street Glide Special,30,10000,NetBanking,HARLEY-DAVIDSON ESPACIO BCN,New Bedford,USA,2011,2011-07-29,July,Friday,300000,333.3333333333333
1432,102503,Harley-Davidson Street Glide Special,23,10000,NetBanking,HARLEY-DAVIDSON ASTURIAS,Manchester,UK,2011,2011-07-30,July,Saturday,230000,434.7826086956522
1433,102504,Harley-Davidson Street Glide Special,29,10000,NetBanking,HARLEY-DAVIDSON BILBAO,Marseille,France,2011,2011-07-31,July,Sunday,290000,344.82758620689657
1434,102505,Harley-Davidson Street Glide Special,21,10000,NetBanking,HARLEY-DAVIDSON LLEIDA,Pasadena,USA,2011,2011-08-01,August,Monday,210000,476.1904761904762
1435,102506,Harley-Davidson Street Glide Special,34,10000,NetBanking,HARLEY-DAVIDSON LLEIDA,Madrid,Spain,2011,2011-08-02,August,Tuesday,340000,294.11764705882354
1436,102507,Harley-Davidson Street Glide Special,26,10000,NetBanking,HARLEY-DAVIDSON MADRID,San Jose,USA,2011,2011-08-03,August,Wednesday,260000,384.61538461538464
1437,102508,Harley-Davidson Street Glide Special,60,10000,NetBanking,HARLEY-DAVIDSON TARRACO,Chatswood,Australia,2011,2011-08-04,August,Thursday,600000,166.66666666666666
1438,102509,Harley-Davidson Street Glide Special,35,10000,NetBanking,HARLEY-DAVIDSON VIGO,Madrid,Spain,2011,2011-08-05,August,Friday,350000,285.7142857142857
1439,102510,Harley-Davidson Street Glide Special,47,10000,NetBanking,HARLEY-DAVIDSON ALICANTE,NYC,USA,2011,2011-08-06,August,Saturday,470000,212.7659574468085
1440,102511,Harley-Davidson Street Glide Special,20,10000,NetBanking,HARLEY-DAVIDSON TENERIFE,NYC,USA,2011,2011-08-07,August,Sunday,200000,500.0
1441,102512,Harley-Davidson Street Glide Special,20,10000,NetBanking,HARLEY-DAVIDSON ZARAGOZA,Espoo,Finland,2011,2011-08-08,August,Monday,200000,500.0
1442,102513,Harley-Davidson Street Glide Special,25,10000,NetBanking,HARLEY-DAVIDSON SIEBLA-MALAGA,South Brisbane,Australia,2011,2011-08-09,August,Tuesday,250000,400.0
1443,102514,Harley-Davidson Street Glide Special,25,10000,NetBanking,CHEYENNE RADIKAL BIKES,Singapore,Singapore,2011,2011-08-10,August,Wednesday,250000,400.0
1444,102515,Harley-Davidson Street Glide Special,27,10000,NetBanking,HARLEY-DAVIDSON GIRONA,Reggio Emilia,Italy,2011,2011-08-11,August,Thursday,270000,370.3703703703704
1445,102516,Harley-Davidson Street Glide Special,31,10000,NetBanking,HARLEY-HEAVEN WESTERN SYDNEY,Sevilla,Spain,2011,2011-08-12,August,Friday,310000,322.5806451612903
1446,102517,Harley-Davidson Street Glide Special,44,10000,NetBanking,ROCKINGHAM HARLEY-DAVIDSON,White Plains,USA,2011,2011-08-13,August,Saturday,440000,227.27272727272728
1447,102518,Harley-Davidson Street Glide Special,49,10000,NetBanking,FRASER MOTORCYCLES WOLLONGONG,Boston,USA,2011,2011-08-14,August,Sunday,490000,204.08163265306123
1448,102519,Harley-Davidson Street Glide Special,26,10000,NetBanking,MORGAN & WACKER HARLEY-DAVIDSON,Dublin,Ireland,2011,2011-08-15,August,Monday,260000,384.61538461538464
1449,102520,Harley-Davidson Street Glide Special,36,10000,NetBanking,QUICK FIX HARLEY-DAVIDSON,Frankfurt,Germany,2011,2011-08-16,August,Tuesday,360000,277.77777777777777
1450,102521,Harley-Davidson Street Glide Special,44,10000,NetBanking,HARLEY HEAVEN - RINGWOOD,Madrid,Spain,2011,2011-08-17,August,Wednesday,440000,227.27272727272728
1451,102522,Harley-Davidson Street Glide Special,28,10000,NetBanking,RICHARDSON'S HARLEY-DAVIDSON,Singapore,Singapore,2011,2011-08-18,August,Thursday,280000,357.14285714285717
1452,102523,Harley-Davidson Street Glide Special,45,10000,NetBanking,MACKAY HARLEY-DAVIDSON,San Rafael,USA,2011,2011-08-19,August,Friday,450000,222.22222222222223
1453,102524,Harley-Davidson Street Glide Special,29,10000,NetBanking,TRARALGON HARLEY-DAVIDSON,San Rafael,USA,2011,2011-08-20,August,Saturday,290000,344.82758620689657
1454,102525,Harley-Davidson Street Glide Special,40,10000,NetBanking,DARLING DOWNS HARLEY-DAVIDSON,NYC,USA,2011,2011-08-21,August,Sunday,400000,250.0
1455,102526,Harley-Davidson Street Glide Special,45,10000,NetBanking,HORSHAM HARLEY-DAVIDSON,Cambridge,USA,2011,2011-08-22,August,Monday,450000,222.22222222222223
1456,102527,Harley-Davidson Street Glide Special,44,10000,NetBanking,NORTHERN BEACHES HARLEY-DAVIDSON,Aaarhus,Denmark,2011,2011-08-23,August,Tuesday,440000,227.27272727272728
1457,102528,Harley-Davidson Street Glide Special,25,10000,NetBanking,HIGHWAY HARLEY-DAVIDSON,NYC,USA,2011,2011-08-24,August,Wednesday,250000,400.0
1458,102529,Harley-Davidson Street Glide Special,45,10000,NetBanking,NORTH COAST V-TWINS,Paris,France,2011,2011-08-25,August,Thursday,450000,222.22222222222223
1459,102530,Harley-Davidson Street Glide Special,48,10000,NetBanking,THOMAS LEE MOTORCYCLES,NYC,USA,2011,2011-08-26,August,Friday,480000,208.33333333333334
1460,102531,Harley-Davidson Street Glide Special,44,10000,NetBanking,FRASER MOTORCYCLES SYDNEY,Madrid,Spain,2011,2011-08-27,August,Saturday,440000,227.27272727272728
1461,102532,Harley-Davidson Street Glide Special,25,10000,NetBanking,PERTH HARLEY-DAVIDSON,San Rafael,USA,2011,2011-08-28,August,Sunday,250000,400.0
1462,102533,Harley-Davidson Street Glide Special,22,10000,NetBanking,HARLEY HEAVEN - DANDENONG,Madrid,Spain,2011,2011-08-29,August,Monday,220000,454.54545454545456
1463,102534,Harley-Davidson Street Glide Special,31,10000,NetBanking,SUNSHINE COAST HARLEY-DAVIDSON,Madrid,Spain,2011,2011-08-30,August,Tuesday,310000,322.5806451612903
1464,102535,Harley-Davidson Street Glide Special,21,10000,NetBanking,GREAT SOUTHERN MOTORCYCLES,Madrid,Spain,2011,2011-08-31,August,Wednesday,210000,476.1904761904762
1465,102536,Harley-Davidson Street Glide Special,55,10000,NetBanking,HARLEY MAGIC,Nantes,France,2011,2011-09-01,September,Thursday,550000,181.8181818181818
1466,102537,Harley-Davidson Street Glide Special,25,10000,NetBanking,BUNBURY HARLEY-DAVIDSON,NYC,USA,2011,2011-09-02,September,Friday,250000,400.0
1467,102538,Harley-Davidson Street Glide Special,35,10000,NetBanking,WESTERN RANGES MOTORCYCLES ORANGE,Melbourne,Australia,2011,2011-09-03,September,Saturday,350000,285.7142857142857
1468,102539,Harley-Davidson Street Glide Special,35,10000,NetBanking,PORT CITY HARLEY-DAVIDSON,Paris,France,2011,2011-09-04,September,Sunday,350000,285.7142857142857
1469,102540,Harley-Davidson Street Glide Special,43,10000,NetBanking,GASOLINE ALLEY HARLEY-DAVIDSON,Pasadena,USA,2011,2011-09-05,September,Monday,430000,232.5581395348837
1470,102541,Harley-Davidson Street Glide Special,44,10000,NetBanking,SY'S HARLEY-DAVIDSON,San Francisco,USA,2011,2011-09-06,September,Tuesday,440000,227.27272727272728
1471,102542,Harley-Davidson Street Glide Special,50,10000,NetBanking,HARLEY-HEAVEN - MELBOURNE,Burlingame,USA,2011,2011-09-07,September,Wednesday,500000,200.0
1472,102543,Harley-Davidson Street Glide Special,48,10000,NetBanking,GOLD COAST HARLEY-DAVIDSON,Lille,France,2011,2011-09-08,September,Thursday,480000,208.33333333333334
1473,102544,Harley-Davidson Street Glide Special,25,10000,NetBanking,MORGAN & WACKER HARLEY-DAVIDSON,Bergen,Norway,2011,2011-09-09,September,Friday,250000,400.0
1474,102545,Harley-Davidson Street Glide Special,39,10000,NetBanking,GEELONG HARLEY-DAVIDSON,San Francisco,USA,2011,2011-09-10,September,Saturday,390000,256.4102564102564
1475,102546,Harley-Davidson Street Glide Special,25,10000,NetBanking,WESTERN RANGES MOTORCYCLES ORANGE,Paris,France,2011,2011-09-11,September,Sunday,250000,400.0
1476,102547,Harley-Davidson Street Glide Special,32,10000,NetBanking,BUNBURY HARLEY-DAVIDSON,Melbourne,Australia,2011,2011-09-12,September,Monday,320000,312.5
1477,102548,Harley-Davidson Street Glide Special,20,10000,NetBanking,PORT CITY HARLEY-DAVIDSON,NYC,USA,2011,2011-09-13,September,Tuesday,200000,500.0
1478,102549,Harley-Davidson Street Glide Special,26,10000,NetBanking,CANBERRA HARLEY-DAVIDSON,Newark,USA,2011,2011-09-14,September,Wednesday,260000,384.61538461538464
1479,102550,Harley-Davidson Street Glide Special,42,10000,NetBanking,BUNDABERG HARLEY-DAVIDSON,Bridgewater,USA,2011,2011-09-15,September,Thursday,420000,238.0952380952381
1480,102551,Harley-Davidson Street Glide Special,21,10000,NetBanking,HARLEY CENTRAL,Nantes,France,2011,2011-09-16,September,Friday,210000,476.1904761904762
1481,102552,Harley-Davidson Street Glide Special,34,10000,NetBanking,HIDDEN VALLEY HARLEY-DAVIDSON,Cambridge,USA,2011,2011-09-17,September,Saturday,340000,294.11764705882354
1482,102553,Harley-Davidson Street Glide Special,47,10000,NetBanking,SUNCITY HARLEY-DAVIDSON,Helsinki,Finland,2011,2011-09-18,September,Sunday,470000,212.7659574468085
1483,102554,Harley-Davidson Street Glide Special,21,10000,NetBanking,ADELAIDE HARLEY-DAVIDSON BIKE WORKS,Stavern,Norway,2011,2011-09-19,September,Monday,210000,476.1904761904762
1484,102555,Harley-Davidson Street Glide Special,48,10000,NetBanking,WESTERN RANGES MOTORCYCLES,Allentown,USA,2011,2011-09-20,September,Tuesday,480000,208.33333333333334
1485,102556,Harley-Davidson Street Glide Special,30,10000,NetBanking,GOLDFIELDS BIKEWORKS,NYC,USA,2011,2011-09-21,September,Wednesday,300000,333.3333333333333
1486,102557,Harley-Davidson Street Glide Special,27,10000,NetBanking,CITY BIKEWORX,Minato-ku,Japan,2011,2011-09-22,September,Thursday,270000,370.3703703703704
1487,102558,Harley-Davidson Street Glide Special,50,10000,NetBanking,HARLEY HEAVEN - ADELAIDE,Burlingame,USA,2011,2011-09-23,September,Friday,500000,200.0
1488,102559,Harley-Davidson Street Glide Special,38,10000,NetBanking,ROCKY HARLEY-DAVIDSON,South Brisbane,Australia,2011,2011-09-24,September,Saturday,380000,263.1578947368421
1489,102560,Harley-Davidson Street Glide Special,45,10000,NetBanking,HARBOUR CITY HARLEY-DAVIDSON,Boras,Sweden,2011,2011-09-25,September,Sunday,450000,222.22222222222223
1490,102561,Harley-Davidson Street Glide Special,46,10000,NetBanking,GEELONG HARLEY-DAVIDSON,Liverpool,UK,2011,2011-09-26,September,Monday,460000,217.3913043478261
1491,102562,Harley-Davidson Street Glide Special,35,10000,NetBanking,RIDGES HARLEY-DAVIDSON,Madrid,Spain,2011,2011-09-27,September,Tuesday,350000,285.7142857142857
1492,102563,Harley-Davidson Street Glide Special,29,10000,NetBanking,SEVEN ISLANDS HARLEY-DAVIDSON,Manchester,UK,2011,2011-09-28,September,Wednesday,290000,344.82758620689657
1493,102564,Harley-Davidson Street Glide Special,50,10000,NetBanking,BANJARA HARLEY-DAVIDSON,Nantes,France,2011,2011-09-29,September,Thursday,500000,200.0
1494,102565,Harley-Davidson Street Glide Special,26,10000,NetBanking,TUSKER HARLEY-DAVIDSON LAVELLE ROAD,Reims,France,2011,2011-09-30,September,Friday,260000,384.61538461538464
1495,102566,Harley-Davidson Street Glide Special,47,10000,NetBanking,CAPITAL HARLEY-DAVIDSON,North Sydney,Australia,2011,2011-10-01,October,Saturday,470000,212.7659574468085
1496,102567,Harley-Davidson Street Glide Special,23,10000,NetBanking,GRAND TRUNK HARLEY-DAVIDSON,Aaarhus,Denmark,2011,2011-10-02,October,Sunday,230000,434.7826086956522
1497,102568,Harley-Davidson Street Glide Special,34,10000,NetBanking,BISON HARLEY-DAVIDSON KORAMANGLA,Bridgewater,USA,2011,2011-10-03,October,Monday,340000,294.11764705882354
1498,102569,Harley-Davidson Street Glide Special,34,10000,NetBanking,MACH-1 HARLEY-DAVIDSON,Bergen,Norway,2013,2013-11-12,November,Tuesday,340000,294.11764705882354
